,Url,Namn,Alt. namn,Byggår och arkitekt,Alternativt namn,Annexskolor,Adress,Arkiv på Stadsarkivet,Rektorsområde,Arkiv hos övriga,Historik
57,Visa/vasa-real-2-1996-/87e1c826-f5ac-42e9-b744-0b01143b8a68,Vasa Real 2 1996-,,,,,Karlbergsvägen 15,,,,"Grundskola åk 4-9, from ht 2015 åk 5-9, Judiska klasser åk 7-9

1996 flyttar Ahlströmska skolan med judiska klasser (högstadiet) från Kommendörsgatan till nyrenoverade fd Vasa gymnasium på Karlbergsvägen med namnbyte till nygamla Vasa Real (se även Vasa Real 1).
Tillhörde Norrmalms Sdn 1997-vt 2007. I katalog 2007 anges att Vasa Real och Gustav Vasa skola sedan vt 2004 tillsammans utgör en ""F-9 enhet"" dvs med förskoleklass och åk 1-9 under en rektor."
58,Visa/stefanskolan/43814a2e-d400-42b4-a94d-0b0ea29a2ab4,Stefanskolan,,,,,se Historik mm !,,,,"Fristeånde grundskola åk 1-9 (kristen friskola) och from ht 2001 ? Gymnasieskola

Huvudman: Föreningen Stefanskolan. Öppnad 1979 enl. hemsida.

Adresser:
Nordenflychtsvägen 22  i Kristinebergsparken (flyglarna till Kristinebergs slott) (from ht 2001?)
Drottningholmsvägen 400-406
I katalog 2009/10 med adressen Tegnebyvägen 30-32."
59,Visa/walthers-gymnasium-vallingby/b9782305-0e44-49ca-b96e-0b234233af50,Walthers gymnasium Vällingby,,,,,Krossgatan 32,,,,"Fristående gymnasieskola

Upptas i katalog 2004 men ska ha startats redan 2002. Skolan finns ej med i  katalog 2010. Skolan upphörde troligen under år 2009. På närstående adressen Krossgatan 34 dock nyöppnat gymnasium - Första sportskolan. Överflyttning?"
60,Visa/mamsell-ekstroms-skola/e4851a67-f889-4e58-a2c8-0b2af43f3e17,Mamsell Ekströms skola,Hedvig Ekströms skola,,,,"Kindstugatan 21 1893
Kindstugatan 1 1868",,,,"Privatskola

Känd 1863 (35 barn), 1868 (28 barn)."
61,Visa/alvsjo-od--1918-1952/f13cc283-2510-4d1c-ba8e-0b4a5a3a1909,Älvsjö öd  1918-1952,,,,,,,,,"1913-1917 kallat Kyrkoområdets folkskolor / Kyrkskoledistriktet se d:o ( se även Brännkyrka skoldistrikt resp. Kyrkskolan i Älvsjö). 
From 1918 benämnt Älvsjö öd. 1952 namnändrat till Långbrodals öd - se d:o.

1913-1932 var överlärareexp. förlagd till Klockargården i Brännkyrka (Kyrkskolan i Älvsjö), därefter till olika adresser/skolor 
(tex Örby).

Annexskolor (samt provisorier):
Enskede gamla folkskola 1914-1918, Enskede nya folkskola 1915-1918, Herrängens gamla skola 1930-1933, 1949-1959, Kyrkskolan i Älvsjö 1913-1932, Långbrodal - klassrum i Frälsningsarméns lokal 1913-1914, Långbrodal - klassrum i Blombergska villan 1913-1914, 
Långbrodals gamla skola 1913-1952, Långbrodalsskolan 1948-1952, Slöjdskolan i Älvsjö 1913-1952, Solberga gamla skola 1913-1951, Södertörns folkskola 1918-1930, Örby - Gamla bryggeriet 1913-1914, Örby - Villa Emilslund 1913-1914, Örbyskolan 1913-1952 (Örby gamla resp. nya skolor)."
62,Visa/fortsattnings--och-ersattningsskolorna/a28722fc-823d-4831-9ded-0b9fbfb6edd3,Fortsättnings- och ersättningsskolorna,Stockholms fortsättningsskolor / Stockholms fortsättningsskola för gossar / Stockholms fortsättningsskola för flickor,,,,,,,,"1939-1959 Saltmätargatan 2 (pojkar) - se även Adolf Fredriks öd/ro
1934-1959 Klara Södra kyrkogata 13-15 (flickor) - se även Klara skola

Fortsättningsskolan (före 1901 - afton- eller söndagsskolan): för barn som efter 6 årskurser börjat förvärvsarbeta. Gav ett 7:e skolår.
Ersättningsskolan: för barn som ej kunnat fullgöra 6 årskurser (tex fattiga barn som hjälpte till i hemmet osv). Gav årskurs 6-7.

Före 1918 frivillig och bara på vissa folkskolor - se resp. folkskola för att se om fortsättningsskola fanns där.
1918-1944 först med obligatorisk 7-årig skolgång, from ht 1944 även obligatorisk 8-årig skolgång (först frivilligt 8:e år from 1920 i Sthlm).

Se även Spånga fortsättningsskola."
63,Visa/ekbacksskolan/e6236d86-4a6f-4376-91d0-0bba90398eb4,Ekbacksskolan,,,,,Ystadsvägen 36,,,,"Grundskola åk 1-6

Nedlagd 1971. Lokalerna övertagna av Landstinget som här utbildade föreståndare för ålderdomshem. From 1984 under namnet Gubbängens vårdgymnasium - se vidare d:o.
Enligt uppgift ombyggd 2003 till bostäder."
64,Visa/internationella-engelska-skolan-i-hasselby-strand/ff739102-665c-4225-bfc0-0bdde5a6a522,Internationella Engelska skolan i Hässelby Strand,IES Hässelby Strand,,,,Aprikosgatan 68-74,,,,"Fristående grundskola åk 4-9

Upptas fg i katalog 2012."
65,Visa/jarvaskolan/702e7e41-9897-4f6c-b8a5-0bf3ecb6c835,Järvaskolan,,,,,Isafjordsgatan 30 C,,,,"Fristående grundskola åk 7-9

Upptas fg i lista över grundskolor 2016."
66,Visa/europaskolan-pa-sodermalm/e5155a0b-b1f4-4bb1-bca6-0c03af0df16f,Europaskolan på Södermalm,,,,,"Sandåsgatan 2
2007?- Gotlandsgatan 43",,,,"Fristående grundskola åk1-9

Drivs av stiftelsen Docendo Discimus.
Provisoriska lokaler på Sandåsgatan 2 i Vasastan under namnet Europaskolan. Beräknades flytta in i nya lokaler på Södermalm ht 2006 (Gotlandsgatan 43).
Upptas i katalog 2007 som Europaskolan Södermalm på Gotlandsgatan 43.
Jämför även Europaskolan i Vasastan (samma rektor anges för båda skolorna).
Flyttar enl mediauppg vid årsskiftet till lokaler i Gamla stan.
Enl samma uppg får man vara i lokalerna i 3 år. Sen väntas flytt till Haninge."
67,Visa/jb-gymnasiet-stockholm/e8876eb8-4cb1-4f1e-853a-0c140b3412cc,JB Gymnasiet Stockholm,John Bauergymnasiet Stockholm,,,,Årstaängsvägen 33,,,,"Fristående gymnasieskola

Öppnad ht 2006. Nedlagt efter konkurs vt 2013.
Jämför Grillska gymnasiet Stockholm, Årstaängsvägen."
68,Visa/bromma-skolrad/7eaf0a81-300f-4f0d-8833-0c1832f72ea2,Bromma skolråd,,,,,,,,,
69,Visa/adolf-fredriks-lagre-elementarlaroverk/d5878a76-9407-4bce-a1cc-0d145abaa692,Adolf Fredriks lägre elementarläroverk,Adolf Fredriks kyrkskola / Adolf Fredriks lägre apologistskola,,,,Kammakargatan 8,,,,"Statligt läroverk utan gymnasium (även folkskola för pojkar i lokalerna)

Tillkom 1695 som skola i dåvarande S:t Olofs ""kapellförsamling"".

Namn:
    -1824 Adolf Fredriks kyrkskola
1824-1857 Adolf Fredriks lägre apologistskola
1857-1872 Adolf Fredriks lägre elementarläroverk

Skolan upphörde 1872."
70,Visa/fortbildningsinstitutet-i-stockholm/93eb9664-2210-445e-9080-0d54ff0baa9b,Fortbildningsinstitutet i Stockholm,,,,,,,,,"Utbildningsinstitution kopplad till lärarhögskolan.

Institutet verksamt 1962-1968.
Bilades 1962 och var från början förlagt till Lärarhögskolans område, senare flyttat till Sundbyberg. 1968 införlivades institutet i Lärarhögskolan som Fortbildningsavdelningen - se d:o."
71,Visa/hagerstensasens-odro--1945-1969/e5734397-94df-4ea0-87ec-0d676d2c1077,Hägerstensåsens öd/ro  1945-1969,,,,,,,,,"Huvudskola:
Hägerstensåsens skola"
72,Visa/wallinska-skolan/d3883a4a-42c6-4e85-8eed-0dbed7c7f678,Wallinska skolan,,,,,Tegnérlunden 5,,,,"Privat flickskola

Inrättad 1831 av den kände historikern Anders Fryxell (1795-1881) på uppmaning av dåvarande pastor primarius Johan Olof Wallin (1779-1839). Fryxell, som också var rektor för Maria lägre elementarläroverk, 
hade ämnat inrätta en gosskola men övertalades av Wallin att istället bilda en flickskola. Skolan var den första i Stockholm som gav möjlighet till högre utbildning för flickor och man tog emot elever från hela landet. Detta innebar att det erbjöds helpension för vissa elever. 1870 tillkom en gymnasieavdelning med studentexamensrätt 1874 (sk dimissionsrätt). Wallinska skolan var landets första flickskola med sådan rätt. Samma år tillkom också en förberedande klass för både pojkar och flickor (5-8 år). 
Efter en kringflyttande tillvaro kunde skolan 1881 flytta in i  
fd Stockholms gymnasiums byggnad på Riddarholmen och 1908 i en egen nyuppförd byggnad vid Tegnérlunden.
1939 kommunaliserades elementarskoledelen och sammanslogs med Åhlinska elementarskolan och Vasa högre flickskola till Vasastadens kommunala flickskola - se vidare resp. skola. 
Gymnasiedelen sammanslogs samtidigt med Åhlinska skolans d:o bildande Wallin-Åhlinska gymnasiet (i Wallinska skolans lokaler)  - se d:o.

Adresser:
1831-1841 Stora Nygatan 20
1842-1849 Järntorget 80
1850-1866 Tyska Brinken/Västerlånggtan 50
1867-1870 Lilla Nygatan 23 
1871-1875 Slottsbacken 6
1875-1881 Stora Nygatan 30
1881-1908 Gymnasiegränd/Birger Jarls torg 7&9 (fd Stockholms gymnasium)
from 1908 i ny egen byggnad - se Adress ovan

För vidare historik - se arkivförteckningen där ytterligare hänvisningar ges.
Litteratur: Forssell, Nils & von Weyke, Elsa mfl: Till sekelminnet Wallinska skolan 1831-1931."
73,Visa/scengymnasiet-i-stockholm/54aaba86-d5d2-47f9-8e37-0dc06676ff1d,Scengymnasiet i Stockholm,Stockholms gymnasium för scenkonst / Scengymnasiet / Scengymnasiet S:t Erik,,,,"Ekholmsvägen 80 vt 2008 
Bredholmstorget 4 ht 2009
Polhemsgatan 35 ht 2013",,,,"Gymnasieskola

Nyöppnad kommunal gymnasieskola i Skärholmens gymnasiums byggnader ht 2005 med namnet Stockholms gymnasium för scenkonst. (Enl. en uppgift redan igång ht 2004?). Nationellt estetiskt program med inriktning på scenkonsterna. 
I katalog 2009/10  med namnet Scengymnasiet.
Från och med hösten 2012 ny adress(i S:t Eriks gymnasiums byggnad) och under namnet Scengymnasiet S:t Erik.
Upptas ej i lista över gymnasier 2017."
74,Visa/it-gymnasiet-i-kista-rissne/5b3b795f-87b2-4bc3-a704-0dfd200931d7,IT-gymnasiet i Kista-Rissne,,,,,se Historik mm !,,,,"Fristående gymnasieskola

Upptas i katalog 2001. saknas i katalog 2007, nedlagt?

Adress:
2001-2002   annex i Kista (Norgegatan 22)
2001-2007?  Rissneleden 144B, Sundbyberg"
75,Visa/blommensbergs-odro--1918-1973/dde8a6c7-48bd-4131-af0d-0e9f3d412e87,Blommensbergs öd/ro  1918-1973,,,,,,,,,"Brännkyrka församling och skoldistrikt  -1913, Liljeholmsdistriktet 1914-1917.
Blommensbergs öd/ro 1918-1973 med Blommenbergsskolan som huvudskola."
76,Visa/bromma-norra-od-1929-1940/0a887222-2b86-4c31-b4a4-0ed96a3b970d,Bromma norra öd 1929-1940,,,,,,,,,"Bromma öd 1916-1929, Bromma norra öd 1929-1940, namnändrades till Alviks öd 1940 - se vidare d:o.

Huvudskola: Alviksskolan.

Arkivet avser både Bromma öd (1916-1929) och Bromma norra öd (1929-1940) samt innehåller handlingar 1900-1951.
Fotografier för tiden 1916-1940 ingår i Alviks rektorsområde (SSA/0183)."
77,Visa/arsta-slojdskola-/38270334-b12d-4963-8a9b-0ee55fd6079c,Årsta slöjdskola,Årsta småskola,,,,,,,,
78,Visa/statens-normalskola-for-flickor/db8336b8-3493-412b-8a05-0f2ae62abcc5,Statens normalskola för flickor,,,,,Riddargatan 5,,,,"Statlig flickskola

Skolan grundad 1864 (på initiativ av Jane Tengberg) som övningsskola för det 1861 grundade Seminarium för bildande av lärarinnor - se vidare Högre lärarinneseminariet. På 1870-talet fanns tre förberedande klasser samt en 8-klassig flickskola. När Högre lärarinneseminariet lades ned 1943 ombildades normalskolan till ett högre allmänt läroverk (till och börja med i samma lokaler) - se vidare Statens normalskola.

1859 startades en ""lärokurs för fruntimmer"" av bla Martin Schück. (Schück arbetade för kvinnobildningens höjande och blev kvar som lärare till 1864 då han grundade Schückska skolan - se vidare denna). Lärokursen, som bla var avsedd att förbereda för lärarinnekallet, övertogs 1861 av staten och sammanslogs 1864 med den nybildade Statens normalskola.

Adresser:
1868 Östra Beridarebansgatan 1"
79,Visa/vittra-sodermalm-/95af3e9f-6967-45e0-bfb4-0f91d686e8d1,Vittra Södermalm,Vittra på Södermalm / L´Estradska / Vittra Grundskola Södermalm / Vittra Södermalm grundskola,,,,Sandbacksgatan 10,,,,"Fristående förskola och grundskola åk 3-9.

Öppnad  2000 som L´Estradska.
Inrymt i  fd Sifuhuset från 1940-talet på Södermalm. Ägs och drivs av Vittra Utbildning, som ingår i bolaget AcadeMedia.

I byggnaden drivs även gymnasieskolorna Sjölins gymnasium Södermalm och Sjölins ekonomiska gymnasium.

I katalog 2008 anges namnet Vittra på Södermalm för hela skolan.
I katalog över grundskolor 2011 anges Vittra Södermalm.
På utbildningsförvaltningens listor på nätet över skolor 2015 förekomer även namnet Vittra Södermalm grundskola."
80,Visa/brommaskolan-/108f8d64-3082-452c-a902-0f999ffa3170,Brommaskolan ?,,,,,Tegnebyvägen 30-32,,,,"Grundskola åk 4-5.

Öppnad xx. ??

Annex till Norra Ängby skola (enl. utbildningsförvaltningens broschyr 2004 finns Norra Ängby skolors mellanstadieverksamhet på Brommaskolan). Upptas ej för läsåret 2005/2006. Nedlagd? Aldrig öppnad?"
81,Visa/stora-gungans-folkskola/820f9a2b-a071-4323-9749-0ffa9daab15a,Stora Gungans folkskola,,,,,,,,,
82,Visa/klara-teoretiska-gymnasium-sodra/f6757fd6-a13c-48ba-8a46-0ffc3c53efcc,Klara teoretiska gymnasium Södra,Klara södra gymnasium; Klara teoretiska gymnasium Stockholm södra,,,,Tullgårdsgatan 12,,,,"Fristående gymnasieskola

Upptas i katalog 2010. Jämför Klara norra gymnasium samt Infokomp-gymnasiet.

Namnbyte hösten 2018 till Klara teoretiska gymnasium Stockholm södra. Drivs av Academedia."
83,Visa/pysslingen-skolor---hamnskolan/a09d7dec-1c8a-49b6-b1d9-103632fd08ef,Pysslingen skolor - Hamnskolan,"Hamnskolans förskolor och skola, Hamnskolan",,,,Vintertullstorget 2,,,,"Fristående grundskola åk F-6

Driven av Pysslingen sedan 2000 i fd vårdcentralen Vintertullen. 
I katalog 2009 benämnd Hamnskolans förskolor och skola; 2010 som Hamnskolan men 2011 åter som år 2009.

I lista över grundskolor 2016 under namnet Pysslingen Skolor - Hamnskolan."
84,Visa/fredrique-lagstroms-skola/a6828c75-3b36-4ed1-88ac-105143a32dd1,Fredrique Lagströms skola,Mamsell Frederique Lagströms skola / Lugström ?,,,,"1863 ??
1868-1879 Hornsgatan 64",,,,Privatskola
85,Visa/slattens-folkskola/48bd8fcf-740b-4d85-9bfe-1098babd0721,Slättens folkskola,,,,,,,,,
86,Visa/sandakraskolan/20c7b8bc-c03c-4d2d-bf09-111e7c73b91a,Sandåkraskolan,,,,,Pepparkaksgränd 2-4,,,,"Grundskola åk 1-6

Annex till Sköndalsskolan 1991 som enhet Sköndal/Sandåkra. 
Tillhörde Söderleds Sdn 1997-1998 och Farsta Sdn 1999-vt 2007.

Två paviljonger 1967."
87,Visa/hjulsta-ro--1971-1991/0da8c34d-2b73-4160-a644-11a6d15185f2,Hjulsta ro  1971-1991,,,,,,,,,"Huvudskola:
Hjulstaskolan."
88,Visa/husbygardsskolan/ff03c55d-58a5-40ce-94b0-11cae496a18a,Husbygårdsskolan,,,,,"Trondheimsgatan 21, Edvard Griegsgången 26",,,,"Grundskola åk f-9 (tidigare 1-6) 1974-2009, åk F-9 2009-

Egen enhet 1992. Tillhörde Kista Sdn 1997-vt 2007.

Enligt uppgift skall Husbyskolan slås samman med Husbygårdsskolan from vt 2009 under namnet Husbygårdsskolan. 

Husbygårdsskolan är uppdelad i två separata skolhus. F-3 och 4-9."
89,Visa/gubbangsskolan/834108f3-ef88-4bbe-b12d-11f315634137,Gubbängsskolan,,,,,Gubbängsvägen 61,,,,"Folkskola, Enhetsskola, Grundskola åk F-9

Huvudskola i Gubbängens öd/ro 1947-1991. Egen enhet 1991. Tillhörde Söderleds Sdn 1997-1998, Farsta Sdn 1999-vt 2007.

Provisorier:
Två paviljonger 1950.

Se även Gubbängens gamla skola !

I katalog 2015 upptas även Gubbängsskolan Fotbollsprofil.
Dramaklass fram till 2013."
90,Visa/malmqvistska-barnuppfostringsanstaltens-skola/58650f59-d330-48ba-9bc3-11ff73b12087,Malmqvistska barnuppfostringsanstaltens skola,,,,,"(1852)1868-1898 Stora Skinnarviksgatan 22 (senare Torkel Knutssonsgatan).
1903 Torkel Knutssonsgatan 22",,,,"Skola vid privat vårdanstalt

1852 började Jonas Petter och Johanna Malmqvist f. Lindberg att ta emot fosterbarn - enbart flickor
1865 bildades Sällskapet till stödjande av Malmqvistska barnuppfostringsanstalten i Stockholm
1886 och några år framåt fanns en hushållsskola inom anstalten
1910 övertogs tillgångarna från Lindgrenska trasskolan som då upphörde
1914 upphörde skolundervisningen på anstalten
1921 läggs anstalten ner (Sällskapet övertog 1922 Stiftelsen Bernströms barnhem Rökinda i Södertörns villastad).

För detaljer -se Inledningen till arkivförteckningen över Malmqvistska barnuppfostringsanstalten.

Litteratur: Munthe, Arne: Västra Södermalm efter 1850. 1965. (Bild s. 166)."
91,Visa/nederlandska-skolan/67fedc78-8ad8-4528-9842-1244e4c9999d,Nederländska skolan,,,,,Konradsbergsgatan 3A,,,,"Fristående grundskola

Upptas fg i katalog 2012 men skanas i katalog 2013; nedlagd eller aldrig öppnad?"
92,Visa/katarina-smabarnsskola/64f154ff-db88-484c-ad1e-126ba4eb40cb,Katarina småbarnsskola,Sofia småbarnsskola,,,,,,,,"Inrättades 1836 av det samma år bildade Småbarnsskolesällskapet.
1868 - Ida Raab
Namnändrad 1910 till Sofia småbarnsskola."
93,Visa/sodermalms-allmanna-barnskola/765121aa-f4d3-4247-8597-127f9dacaefe,Södermalms allmänna barnskola,Södra allmänna barnskolan,,,,,,,,"Öppnade 1820, upphörde 1856. Se vidare under Allmänna barnskolor.
Löd under Kungl. Direktionen över Stockholms stads undervisningsverk."
94,Visa/hokmossens-skola/a22d2458-7dcb-4778-8a4a-131e76fc7c1d,Hökmossens skola,Hökmosseskolan,,,,Dymlinggränd,,,,"Folkskola, Enhetsskola, Grundskola åk 1-6

Nedlagd som skola 1970. Senare kurslokaler för Skolförvaltningen. Numera ombyggd till bostäder."
95,Visa/brannkyrka-vuxengymnasium/2861adb9-0047-42d0-9031-134a6bb80f3a,Brännkyrka vuxengymnasium,,,,,,,,,Vuxengymnasium 1969-1971 (enligt matriklar)
96,Visa/stockholms-stads-industri--och-hantverksskola/5b7093a0-bdad-4b75-9d18-138421466f37,Stockholms stads industri- och hantverksskola,Industri- och hantverksskolan,,,,Polhemsgatan 35-39,,,,"Yrkesskola, Gymnasium

1912 börjar verksamheten i kvarteret Göta Ark på Södermalm - se vidare under Stockholms stads yrkesskolor.
1937 samlas utbildningarna på Polhemsgatan på Kungsholmen i en nyuppförd skolbyggnad.

1964 uppdelning i tre skolor: Industri- och hantverksskolan, Byggnadsskolan, Hotell- och restaurangskolan - samtliga 1964-1971; se vidare dessa.
1971 namnändring från Stockholms stads industri- och hantverksskola till Polhemsgymnasiset - se vidare där !
(det ursprungliga namnförslaget Västermalms gymnasium förkastades).

Spånga yrkesskolor övertogs 1949 av Stockholms stad (under LYS) - i yrkesskolornas arkiv finns dock vissa handlingar tom 1955 - se d:o. 
Senare Industri- och hantverksskolans delkurser i Spånga och Hässelby.


För detaljer om vilka yrken som hade utbildning vid skolan - 
se inledningen till arkivförteckningen.

Bla fotografskola:
From 1938 finns förtryckta betygskataloger: Stockholms stads verkstadsskola för fotografer. Därmed har en yrkesutbildning för fotografer i stadens regi inrättats - inte som en självständig skola utan som en del av Industri- och hantverksskolan.
I bevarad korrespondens och tryck förekommer beteckningarna Fotografskolan och Stockholms stads fotografiska yrkesskola.
(Enligt en fristående uppgift även: Stockholms stads fotografskola).
I betygskatalogen 1938 finns eleven Sven Nykvist."
